URLSimilarityIndex,NoOfExternalRef,LineOfCode,NoOfSelfRef,NoOfImage,NoOfJS,HasSocialNet,NoOfCSS,HasCopyrightInfo,IsHTTPS,LargestLineLength,HasDescription,label
0,1,2,1,0,1,0,0,0,0,871,0,0
1,28,1786,157,0,18,1,4,1,1,327,1,1
1,78,846,75,29,70,1,8,1,1,9493,0,1
0,1,2,1,0,1,0,0,0,0,2830,0,0
1,117,728,118,23,27,1,24,1,1,9888,1,1
1,43,532,76,19,10,1,40,1,1,10418,0,1
0,3,191,0,1,0,0,0,0,0,153,0,0
0,0,20,0,0,0,0,0,0,0,210,0,0
1,2,1675,74,23,13,1,12,1,1,3049,1,1
1,21,6604,366,15,19,1,11,1,1,43107,1,1
0,4,271,1,19,9,0,3,0,1,20415,0,0
1,15,592,30,6,4,1,9,0,1,1892,0,1
1,114,5945,111,17,26,1,17,1,1,2292,1,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,0,8,0,0,0,0,0,0,1,45,0,0
1,38,800,8,21,27,1,2,1,1,8701,1,1
1,40,1070,60,22,11,1,1,1,1,1330,0,1
1,54,633,44,40,14,1,4,1,1,556,1,1
1,97,1014,0,100,19,1,4,1,1,604,1,1
1,197,1142,181,76,24,1,18,1,1,8047,1,1
0,0,2,0,0,0,0,0,0,0,31,0,0
0,1,228,0,0,1,0,0,0,1,77763,0,0
1,137,2051,78,103,3,1,1,1,1,1030,0,1
0,0,2,0,0,0,0,0,0,1,46,0,0
0,0,9,0,0,0,0,0,0,0,50,0,0
1,17,782,111,14,11,1,1,1,1,1107,1,1
0,4,271,1,19,9,0,3,0,1,19604,0,0
1,14,1356,9,23,12,1,16,0,1,6278,1,1
1,1,563,20,7,12,1,5,1,1,1350,1,1
0,7,31,5,0,2,0,4,0,1,137,0,0
1,23,959,84,85,12,1,8,1,1,8047,0,1
1,165,841,160,31,30,1,25,0,1,19420,0,1
1,17,1016,131,36,3,1,2,1,1,8493,1,1
0,1,13,0,0,0,0,0,0,1,73,0,0
1,70,2135,90,64,25,1,19,1,1,9381,1,1
0,2,20,1,0,4,0,2,0,1,476,0,0
1,82,650,84,23,24,1,16,1,1,9381,1,1
0,2,369,1,0,1,0,1,0,0,144339,1,0
1,102,1652,130,74,31,1,32,1,1,18055,1,1
1,276,3664,273,120,8,1,5,1,1,1690,1,1
0,0,47,0,2,0,0,1,0,1,326,0,0
0,0,3,0,0,0,0,0,0,0,43,0,0
0,1,49,0,0,2,0,0,0,0,765,0,0
1,77,1389,69,25,24,1,11,1,1,17622,1,1
1,32,1286,15,7,9,1,6,1,1,1083,1,1
1,56,620,49,10,34,0,24,1,1,9381,0,1
1,3,400,1,22,16,0,6,1,1,203,1,1
1,12,4170,294,205,75,1,47,1,1,6918,0,1
1,277,5252,149,46,7,1,1,1,1,578,1,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,2,10,2,1,2,0,1,1,1,36705,0,0
1,10,498,146,28,14,1,5,1,1,631,1,1
1,136,1016,148,79,14,1,4,1,1,331,1,1
1,4,191,20,4,13,1,5,1,1,842,0,1
1,26,403,1,10,10,0,4,1,1,2529,1,1
1,7,913,34,22,14,1,19,1,1,10796,0,1
1,25,2137,122,28,3,1,2,1,1,1721,0,1
0,3,141,0,4,0,0,0,0,1,161,0,0
0,1,2,0,1,1,0,1,0,1,52806,0,0
0,0,20,0,0,0,0,0,0,0,206,0,0
0,1,194,1,0,0,0,1,1,1,2079,0,0
1,18,1020,30,11,17,1,12,0,1,8100,1,1
1,115,2429,92,21,37,1,36,1,1,9381,1,1
0,0,189,0,3,4,0,2,0,1,172,0,0
1,56,815,53,33,26,1,13,0,1,9381,1,1
1,23,4062,248,20,27,1,14,1,1,961,1,1
0,0,15,0,0,0,0,0,0,0,155,0,0
0,1,3,2,1,0,0,0,1,1,2326,0,0
1,34,566,16,36,3,1,5,0,1,280,1,1
1,87,873,85,18,13,1,16,1,1,9381,1,1
0,2,198,0,0,0,0,0,0,1,869,0,0
0,7,245,5,5,9,0,3,1,0,26912,1,0
1,62,1032,56,28,11,1,3,1,1,14094,1,1
0,1,2,0,0,0,0,0,0,1,69,0,0
1,510,2493,508,200,15,1,11,1,1,9381,1,1
1,240,3214,238,48,28,0,13,1,1,9381,0,1
1,38,271,11,14,2,1,1,1,1,626,1,1
0,0,45,0,0,4,0,0,0,0,4790632,0,0
1,46,10724,468,66,39,1,3,1,1,4589,1,1
0,0,8,0,0,0,0,0,0,0,49,0,0
0,1,2,1,1,0,0,0,0,1,1151,0,0
0,2,90,2,0,0,0,2,0,1,394,0,0
1,60,4136,245,57,52,1,6,1,1,14959,1,1
1,377,5211,331,93,43,1,16,1,1,9458,0,1
0,1,2,1,1,1,0,1,0,1,2061,0,0
1,102,1447,81,17,29,1,10,0,1,258,1,1
0,0,9,0,0,0,0,0,0,1,101,0,0
1,20,224,1,39,4,1,1,1,1,2839,0,1
1,26,1155,11,58,15,1,5,0,1,367,1,1
0,0,88,1,0,0,0,1,0,1,2841,0,0
0,0,9,0,0,0,0,0,0,1,42,0,0
0,1,2,0,0,1,0,1,0,0,5034,0,0
1,9,225,81,3,1,0,3,1,1,598,1,1
0,0,459,0,2,5,0,11,0,1,519,0,0
1,151,2108,176,39,17,1,26,1,1,1285,1,1
0,0,51,0,3,0,0,0,0,1,129,0,0
0,0,20,0,0,0,0,0,0,0,212,0,0
1,11,3400,0,20,7,0,12,1,1,1298,0,1
1,133,1747,64,28,23,1,13,1,1,11066,1,1
1,121,1086,113,21,18,1,9,1,1,2309,1,1
1,78,1796,140,43,17,1,18,1,1,1592,1,1
0,0,2,0,0,0,0,0,0,0,32,0,0
1,67,4901,71,115,7,1,4,1,1,3063,1,1
1,332,1170,145,28,7,1,4,1,1,448,1,1
0,0,2,0,0,0,0,0,0,0,41,0,0
0,0,9,0,0,0,0,0,0,0,58,0,0
1,29,1026,58,2,6,1,2,1,1,413,0,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,4,524,0,3,6,0,7,1,1,298,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,0,18,0,0,0,0,0,0,1,4161,0,0
0,0,2,0,0,0,0,0,0,1,29,0,0
1,10,3618,90,1,20,0,38,1,1,962,1,1
0,2,198,0,0,0,0,0,0,1,869,0,0
0,0,9,0,0,0,0,0,0,1,93,0,0
1,17,240,0,37,0,1,0,0,1,226,1,1
1,23,526,49,11,12,1,7,1,1,9212,1,1
0,2,82,1,1,0,0,1,0,0,155,0,0
0,0,2,0,0,0,0,0,0,0,36,0,0
0,0,2,0,0,0,0,0,0,0,30,0,0
1,88,599,78,30,19,1,14,1,1,10353,0,1
0,0,20,0,0,0,0,0,0,0,207,0,0
0,0,2,0,0,0,0,0,0,0,30,0,0
1,437,2944,397,171,20,1,9,1,1,435,1,1
1,14,717,27,8,6,0,3,1,1,3264,1,1
0,1,527,0,1,6,0,1,0,1,21423,0,0
1,46,284,41,2,7,0,5,1,1,1746,0,1
0,0,2,0,0,0,0,0,0,0,30,0,0
0,13,68,0,9,0,0,5,1,0,10007,1,0
1,22,1639,90,21,5,1,17,1,1,423,1,1
1,10,288,7,16,4,0,1,1,1,318,1,1
0,5,254,0,1,6,0,2,1,0,894,1,0
1,364,22803,365,457,16,1,1,1,1,6003,1,1
0,1,716,5,5,2,0,2,0,1,11139,0,0
1,20,2196,38,34,5,1,1,0,1,3500,0,1
0,0,79,0,0,6,0,1,1,0,102,0,0
1,46,269,61,0,4,0,5,1,1,223,1,1
1,6,699,50,4,9,0,6,1,1,275,0,1
0,3,314,0,0,0,0,0,0,1,871,0,0
1,77,3024,16,134,3,1,0,1,1,415,1,1
0,1,3,0,1,1,0,1,0,1,24462,0,0
1,183,714,158,38,8,1,10,0,1,9825,0,1
0,1,11,0,0,0,0,0,0,1,554,0,0
1,79,1411,73,14,109,1,5,1,1,23302,1,1
0,1,194,1,0,0,0,1,1,1,2091,0,0
0,0,21,0,0,0,0,0,0,0,99,0,0
1,28,241,6,23,0,1,2,1,1,237,1,1
1,47,6575,210,111,54,1,4,1,1,8301,0,1
1,57,825,84,39,9,1,3,1,1,6984,1,1
1,150,3149,146,203,11,1,6,1,1,6693,1,1
0,0,20,0,0,0,0,0,0,0,210,0,0
1,3,2068,3,2,178,1,1,0,1,9621,0,1
1,142,1883,169,104,16,1,4,1,1,4793,1,1
0,0,14,0,1,0,0,0,0,1,161,0,0
1,25,841,103,32,7,0,4,1,1,353,1,1
1,7,672,5,14,5,0,6,1,1,214,0,1
0,0,9,0,0,0,0,0,0,0,50,0,0
0,0,2,0,1,0,0,0,0,1,1638,0,0
1,245,780,237,75,10,1,3,1,1,1562,1,1
0,1,2,1,0,1,0,0,0,0,2826,0,0
1,24,1686,202,24,22,1,48,1,1,8009,0,1
0,0,40,0,0,1,0,0,0,0,112,0,0
0,0,2,0,0,0,0,0,0,0,135,0,0
0,23,96,1,1,0,0,0,1,0,191,0,0
0,0,11,0,0,0,0,0,0,1,115,0,0
1,23,1310,62,4,12,1,14,1,1,1157,1,1
1,52,3562,226,76,23,1,5,1,1,550,1,1
1,55,786,41,26,10,1,4,1,1,846,1,1
0,1,9,0,0,0,0,0,0,0,68,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,22,218,33,7,7,1,4,1,1,559,1,1
0,0,13,0,1,0,0,0,0,0,1136,0,0
0,0,16,0,0,0,0,0,0,0,50,0,0
0,0,2,0,0,0,0,0,0,0,32,0,0
0,0,9,0,0,0,0,0,0,0,37,0,0
1,23,418,60,11,6,1,1,1,1,4133,1,1
0,2,520,1,13,0,0,1,0,1,951,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,67,1772,65,17,26,1,15,1,1,1838,1,1
1,65,615,59,32,15,1,7,1,1,8047,0,1
1,88,11030,284,64,34,1,26,1,1,97764,1,1
0,0,29,0,0,0,0,0,0,0,135,0,0
1,26,616,11,22,14,1,6,1,1,1067,1,1
1,11,361,3,16,9,1,5,1,1,1534,0,1
1,178,1933,194,38,8,1,0,1,1,2767,1,1
1,24,357,0,2,1,0,0,1,1,224,1,1
1,68,654,1,43,6,0,0,1,1,676,1,1
0,0,9,0,0,0,0,0,0,0,50,0,0
1,1,234,1,12,2,0,1,1,1,1935,1,1
1,178,7170,1050,12,18,1,9,1,1,962,1,1
0,0,2,0,0,0,0,0,0,0,41,0,0
1,11,1643,216,69,12,0,4,1,1,4538,1,1
1,35,1790,192,132,5,1,0,1,1,5766,1,1
1,41,1163,32,41,7,1,16,0,1,858,1,1
1,39,680,138,32,20,1,44,1,1,9932,1,1
1,4,449,7,9,20,1,8,1,1,677,1,1
1,16,930,84,142,9,0,8,1,1,1211,0,1
1,35,1298,98,39,3,1,1,1,1,14320,1,1
0,0,9,0,0,0,0,0,0,1,56,0,0
1,20,777,32,4,34,1,10,0,1,367,1,1
0,0,15,0,0,0,0,0,0,0,155,0,0
1,38,286,28,4,9,1,2,1,1,2282,0,1
0,0,2,0,0,0,0,0,0,0,483,0,0
1,66,694,68,7,7,1,3,1,1,2316,1,1
0,0,4,0,0,0,0,0,0,1,58327,0,0
1,247,3197,278,53,15,1,2,1,1,3942,1,1
0,0,43,1,0,2,0,0,0,0,102,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,1,2,0,0,0,0,0,0,1,80,0,0
0,0,15,0,0,0,0,0,0,1,3095,0,0
1,47,436,55,3,1,0,1,0,1,295,0,1
0,1,2,1,0,1,0,0,0,0,2826,0,0
0,1,2,1,0,1,0,0,0,0,2826,0,0
0,0,65,0,2,0,0,0,1,1,501,0,0
0,0,9,0,0,0,0,0,0,0,50,0,0
0,0,12,0,0,0,0,0,0,0,113,0,0
1,30,793,86,40,25,0,14,1,1,7224,1,1
0,0,2,0,0,0,0,0,0,0,564,0,0
0,1,17,1,0,0,0,0,0,0,374,0,0
1,201,9920,207,58,7,1,1,0,1,30706,1,1
1,4,486,1,0,4,0,1,1,1,776,1,1
0,1,28,1,0,7,0,2,0,1,212,0,0
1,40,1345,27,10,7,1,1,1,1,560,1,1
1,219,1172,174,22,8,1,6,1,1,1933,1,1
1,25,1258,5,7,24,1,1,1,1,295,1,1
1,92,1574,93,19,35,1,22,1,1,13512,1,1
1,11,167,2,9,7,1,4,0,1,410,1,1
1,172,2179,1,75,8,1,4,0,1,2157,1,1
0,0,2,0,0,0,0,0,0,0,29,0,0
1,50,511,10,33,6,1,9,0,1,10109,1,1
1,57,470,47,8,12,0,8,0,1,8166,0,1
1,29,2902,262,131,10,1,5,1,1,2063,1,1
1,10,290,36,20,11,1,4,1,1,3709,1,1
1,2,262,21,14,10,1,2,1,1,162,1,1
0,1,13,0,0,0,0,0,0,1,73,0,0
0,0,2,0,0,0,0,0,0,0,32,0,0
1,144,1118,133,36,39,1,32,1,1,9381,1,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,0,9,0,0,0,0,0,0,1,110,0,0
1,12,373,29,25,5,0,1,1,1,444,1,1
1,17,931,1,21,16,0,5,0,1,992,1,1
0,0,12,0,0,0,0,0,0,1,89,0,0
0,2,198,0,0,0,0,0,0,1,869,0,0
0,0,27,0,1,0,0,0,0,0,360,0,0
1,10,172,0,12,2,0,1,1,1,584,1,1
1,6,1738,0,16,1,0,0,1,1,812,1,1
1,9,2787,4,25,2,1,1,1,1,613,1,1
1,22,406,28,11,4,1,18,1,1,292,1,1
0,0,2,0,0,0,0,0,0,0,39,0,0
1,113,1515,110,88,28,1,6,1,1,615,0,1
0,0,2,0,0,0,0,0,0,1,32,0,0
1,135,798,131,23,3,1,1,0,1,375,0,1
0,0,18,0,0,0,0,0,0,0,91,0,0
1,176,1946,280,97,17,1,27,1,1,1920,1,1
0,2,198,0,0,0,0,0,0,1,869,0,0
0,0,11,0,0,0,0,0,0,1,252,0,0
1,23,1781,223,95,5,1,3,1,1,1030,1,1
1,21,3286,0,23,3,1,0,1,1,909,1,1
1,51,1388,116,159,5,1,3,1,1,689,0,1
0,0,9,0,0,0,0,0,0,1,112,0,0
0,4,110,0,3,0,0,0,0,0,242,0,0
0,0,14,0,0,0,0,0,0,1,121536,0,0
0,0,2,0,0,0,0,0,0,0,30,0,0
0,0,8,0,0,0,0,0,0,0,38,0,0
1,30,502,35,5,8,1,3,1,1,1203,1,1
0,0,9,0,0,0,0,0,0,0,624,0,0
1,368,542,367,3,12,1,6,1,1,828,1,1
0,0,2,0,0,0,0,0,0,1,102,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,16,154,0,5,2,1,1,1,1,1340,1,1
1,160,1858,161,21,74,1,1,1,1,27042,1,1
1,9,1618,33,27,17,1,3,1,1,3955,1,1
1,16,402,25,31,7,1,1,1,1,2256,0,1
1,120,954,114,27,17,1,19,1,1,9381,0,1
0,0,79,0,2,1,0,1,0,1,108,0,0
0,2,30,0,1,0,0,1,0,1,134,0,0
0,0,12,0,0,0,0,0,0,1,100,0,0
1,19,546,20,5,107,1,5,1,1,10199,0,1
1,39,934,40,18,16,1,3,1,1,8047,1,1
1,33,4803,14,17,10,1,4,1,1,698,1,1
1,54,638,73,28,5,1,1,1,1,1847,1,1
0,0,17,0,0,0,0,0,0,1,13380,0,0
0,6,152,0,4,0,0,0,0,1,2838,0,0
0,0,20,0,0,0,0,0,0,0,206,0,0
0,1,49,0,0,2,0,0,0,0,762,0,0
1,12,1463,90,107,13,1,2,1,1,11961,1,1
1,51,445,40,12,9,1,3,1,1,8047,1,1
1,11,392,34,7,5,1,1,1,1,591,0,1
1,12,1297,61,14,23,1,4,1,1,2677,1,1
1,52,377,52,13,8,1,3,1,1,2294,1,1
0,5,248,1,2,8,0,1,1,0,3836,0,0
0,1,17,1,0,0,0,0,0,0,435,0,0
0,0,20,0,0,0,0,0,0,0,213,0,0
1,130,1193,106,11,29,1,22,1,1,9381,1,1
0,2,198,0,0,0,0,0,0,1,869,0,0
0,2,46,2,2,4,0,1,1,1,4873,0,0
1,52,3867,59,31,27,1,33,1,1,36418,1,1
1,23,2820,70,58,32,1,22,1,1,61632,1,1
1,102,687,91,22,6,1,9,1,1,9381,1,1
1,147,992,12,23,1,0,1,0,1,1964,1,1
1,254,7213,1354,184,15,1,4,1,1,4272,1,1
1,50,365,45,9,10,0,9,1,1,8364,0,1
1,153,1465,157,42,12,1,7,1,1,17493,1,1
1,14,1605,71,17,27,1,14,1,1,1560,0,1
0,0,129,3,1,1,0,0,0,1,368,0,0
1,145,863,128,20,29,1,3,1,1,2188,1,1
1,10,1214,53,17,14,1,6,0,1,1118,1,1
0,1,2,1,0,1,0,1,0,1,3129,0,0
1,15,1102,46,8,3,1,4,1,1,543,0,1
1,276,954,5,3,14,0,2,1,1,8148,0,1
1,19,408,1,9,5,0,2,0,1,425,1,1
1,194,1415,187,45,11,1,10,1,1,23249,1,1
0,2,8,2,2,0,0,0,0,1,56421,0,0
1,33,332,10,18,6,1,5,0,1,2311,0,1
1,65,2678,312,102,25,1,16,1,1,477,1,1
1,40,2617,187,37,16,1,28,1,1,9064,1,1
0,1,95,2,0,0,0,2,0,1,394,0,0
1,22,2645,98,96,25,1,4,1,1,2673,1,1
1,112,784,109,47,40,0,26,1,1,18042,0,1
1,225,2163,231,34,8,1,19,1,1,2446,1,1
1,24,739,108,16,8,1,12,1,1,7632,1,1
0,4,271,1,19,9,0,3,0,1,19372,0,0
1,5,461,1,25,7,1,3,1,1,721,1,1
1,55,371,55,1,3,0,3,0,1,1746,0,1
0,2,90,2,0,0,0,2,0,1,394,0,0
0,0,123,0,1,0,0,2,0,1,220,0,0
0,2,226,0,4,2,0,2,0,0,212,0,0
1,495,3113,53,3,12,1,2,1,1,492,1,1
1,9,2252,41,43,21,0,2,1,1,3978,1,1
1,230,5365,218,40,34,1,11,1,1,1820,1,1
1,170,1142,179,52,4,0,6,1,1,909,1,1
1,10,1350,133,20,20,1,56,1,1,2194,0,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,100,1965,37,106,30,1,20,1,1,4166,0,1
1,187,870,251,22,6,1,2,1,1,1110,1,1
0,0,9,0,0,0,0,0,0,1,96,0,0
0,5,123,0,3,0,0,0,0,1,785,0,0
1,37,2322,47,88,7,1,1,1,1,7063,1,1
0,1,11,1,0,0,0,0,0,0,92,0,0
1,105,621,104,17,7,0,8,0,1,9381,0,1
0,0,87,0,3,0,0,2,1,0,384,0,0
1,10,859,61,24,10,1,4,0,1,863,1,1
0,2,24,2,1,1,0,0,1,1,29922,0,0
1,156,2207,152,86,18,1,5,0,1,2235,1,1
1,8,272,13,6,4,0,5,0,1,589,1,1
0,0,55,0,1,0,0,1,1,0,130,0,0
1,9,612,33,29,37,0,4,0,1,504,1,1
0,0,9,0,0,0,0,0,0,0,42,0,0
1,52,337,52,8,5,0,3,1,1,963,1,1
1,98,687,90,30,5,1,4,0,1,1373,1,1
0,0,2,0,0,0,0,0,0,0,34,0,0
1,11,476,26,10,12,1,4,1,1,1828,1,1
1,39,240,35,13,20,1,1,1,1,1746,0,1
0,0,2,0,0,0,0,0,0,1,59,0,0
1,79,3859,109,21,21,1,26,1,1,10087,1,1
1,26,890,60,15,6,1,4,1,1,652,1,1
1,37,8922,114,226,40,1,6,1,1,57646,1,1
1,4,277,26,3,1,0,2,1,1,612,0,1
1,82,491,81,20,8,1,4,1,1,8047,1,1
1,281,5394,264,62,10,1,9,1,1,9381,1,1
1,142,1424,134,21,17,1,18,1,1,2345,1,1
0,1,95,2,0,0,0,2,0,1,394,0,0
1,125,587,0,37,17,1,5,0,1,1746,1,1
1,74,572,65,14,10,1,3,1,1,1198,1,1
1,127,1657,49,47,11,1,2,0,1,8402,0,1
1,12,4347,65,715,20,0,3,1,1,13396,1,1
0,1,2,0,0,0,0,0,0,0,82,0,0
1,52,811,46,39,22,1,11,0,1,9381,0,1
1,22,2165,50,32,15,1,2,1,1,14073,1,1
1,276,1422,219,41,38,1,26,1,1,32999,0,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,0,2,0,0,0,0,0,0,0,31,0,0
1,88,1033,81,57,11,1,1,1,1,516,1,1
0,0,9,0,0,0,0,0,0,1,94,0,0
1,105,2455,83,92,19,1,4,1,1,1067,1,1
0,0,2,0,0,0,0,0,0,0,28,0,0
0,3,327,0,1,2,0,0,0,1,17585,0,0
1,812,11364,802,390,10,1,4,1,1,1323,1,1
0,1,13,0,0,0,0,0,0,0,244,0,0
1,53,504,8,10,10,1,2,1,1,373,1,1
1,10,615,26,2,10,0,6,0,1,2563,1,1
0,0,2,0,0,0,0,0,0,0,36,0,0
1,147,1905,138,21,32,1,15,1,1,36376,1,1
1,95,1687,91,25,4,1,3,1,1,5421,1,1
0,0,272,0,0,1,0,0,0,1,80601,0,0
0,2,198,0,0,0,0,0,0,1,869,0,0
1,76,6597,58,35,16,1,2,1,1,15868,1,1
1,27,393,83,5,14,1,21,1,1,6487,0,1
1,8,636,98,24,7,1,5,1,1,11202,0,1
1,57,1435,116,67,23,1,21,1,1,7577,1,1
1,114,1694,156,29,8,0,4,1,1,8047,1,1
0,0,9,0,0,0,0,0,0,0,47,0,0
0,1,13,1,0,0,0,0,0,1,125,0,0
0,1,7,0,0,0,0,0,0,1,79,0,0
0,1,2,1,0,1,0,0,0,0,2826,0,0
1,171,1654,175,72,29,1,23,1,1,11548,1,1
1,13,1690,125,25,30,1,5,1,1,2675,1,1
0,0,2,0,0,0,0,0,0,0,36,0,0
1,4,564,3,18,14,0,5,1,1,510,1,1
1,14,1443,16,15,6,1,2,1,1,21244,1,1
0,25,402,57,22,7,0,2,0,1,27681,1,0
1,11,135,0,5,0,0,1,1,1,240,1,1
1,38,567,41,23,10,1,10,1,1,8047,1,1
0,1,2,1,0,1,0,0,0,0,2826,0,0
1,7,5633,22,20,12,1,13,1,1,2131,1,1
0,0,66,2,0,2,0,2,0,1,3018,1,0
1,10,715,47,23,2,1,3,1,1,790,0,1
1,99,2861,80,25,17,1,9,1,1,2046,1,1
1,212,793,207,64,26,1,19,1,1,3056,1,1
0,3,92,4,0,0,0,2,0,1,394,0,0
0,0,8,0,0,0,0,0,0,0,38,0,0
1,37,232,35,5,16,0,12,1,1,1820,0,1
1,79,946,76,16,10,0,7,1,1,9381,0,1
1,88,1162,83,16,34,1,8,1,1,9381,1,1
1,108,10388,103,53,8,0,1,1,1,720,1,1
1,269,1227,268,42,12,0,5,0,1,1945,1,1
1,24,2198,163,110,36,1,3,1,1,9096,1,1
1,3,306,22,0,1,0,1,0,1,912,1,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,1,4,0,0,0,0,0,0,0,56,0,0
0,1,2,0,0,1,0,1,0,1,1339,0,0
0,0,2,0,0,0,0,0,0,0,277,0,0
1,43,672,64,20,10,1,1,1,1,10677,1,1
1,13,306,23,7,17,1,4,1,1,1515,1,1
0,0,11,0,0,0,0,0,0,1,203,0,0
1,6,344,5,57,5,0,7,1,1,154,1,1
0,0,11,0,0,0,0,0,0,0,81,0,0
0,0,9,0,0,0,0,0,0,0,50,0,0
1,20,1359,149,9,6,1,5,1,1,639,1,1
1,15,676,87,20,32,1,28,1,1,8384,1,1
1,23,3455,343,26,17,1,6,1,1,26900,0,1
1,108,740,96,24,16,1,8,1,1,9031,0,1
1,172,1894,155,46,14,1,9,1,1,2201,0,1
0,0,129,3,1,1,0,0,0,1,368,0,0
0,1,64,3,0,8,0,2,0,1,151,1,0
0,0,2,0,0,0,0,0,0,1,182,0,0
1,53,1232,142,45,14,1,37,1,1,2040,1,1
1,37,747,44,11,18,1,5,1,1,905,0,1
0,0,2,0,0,0,0,0,0,1,80,0,0
0,0,2,0,0,0,0,0,0,0,41,0,0
0,0,4,1,1,0,0,0,0,0,1457,0,0
0,0,2,0,0,0,0,0,0,1,60,0,0
1,139,7419,139,68,34,1,14,1,1,2294,1,1
1,107,1030,71,14,9,1,7,1,1,8196,0,1
0,0,9,0,0,0,0,0,0,0,44,0,0
0,0,3,0,0,0,0,0,0,1,726618,0,0
0,0,2,0,0,0,0,0,0,0,48,0,0
1,175,2761,209,33,47,1,41,0,1,9381,1,1
1,2,188,9,2,15,0,9,1,1,127,1,1
1,12,1627,7,11,15,1,7,1,1,21971,0,1
1,92,3614,176,45,39,1,32,1,1,769,0,1
1,47,628,37,30,10,1,2,1,1,3468,1,1
0,2,198,0,0,0,0,0,0,1,869,0,0
1,21,1528,302,82,18,1,1,1,1,1882,1,1
1,17,229,50,14,2,0,6,0,1,239,1,1
1,7,499,21,7,19,0,14,1,1,548,1,1
1,136,3357,115,40,19,1,7,1,1,26042,1,1
0,0,20,0,0,0,0,0,0,0,208,0,0
1,157,902,2,79,11,1,6,1,1,824,1,1
1,102,645,98,2,16,0,5,1,1,1782,0,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,0,2,0,0,0,0,0,0,0,289,0,0
0,0,2,0,0,0,0,0,0,0,34,0,0
1,37,890,149,3,11,1,3,1,1,970,1,1
1,47,311,46,25,7,0,6,1,1,686,1,1
1,17,903,39,10,4,1,2,0,1,413,1,1
1,52,461,42,23,13,0,9,0,1,9381,0,1
1,3,148,5,9,9,0,11,0,1,593,0,1
1,94,1548,13,14,20,1,11,1,1,6968,0,1
1,118,1058,105,21,24,1,20,1,1,9927,0,1
0,0,9,0,0,0,0,0,0,0,44,0,0
1,117,1613,125,22,32,1,10,1,1,25815,0,1
1,43,1628,6,44,4,1,10,0,1,350,0,1
0,0,3,0,0,0,0,0,0,1,204,0,0
0,0,2,0,0,0,0,0,0,1,75,0,0
1,35,803,8,25,72,1,9,1,1,10139,1,1
1,1,2514,35,22,18,0,17,1,1,4818,1,1
0,0,9,0,0,0,0,0,0,0,50,0,0
0,0,2,0,0,0,0,0,0,1,98,0,0
0,0,3,0,0,0,0,0,0,0,34,0,0
1,97,1412,51,49,11,1,36,1,1,10543,1,1
0,1,68,0,0,0,0,0,0,1,80,0,0
0,6,165,0,0,1,0,5,0,1,188,0,0
0,4,251,0,3,0,0,0,0,0,107,0,0
1,18,461,18,9,6,0,2,0,1,3833,1,1
0,0,59,1,2,3,0,0,0,1,78,1,0
0,0,15,0,0,0,0,0,0,1,155,0,0
0,0,9,0,0,0,0,0,0,0,70,0,0
0,1,2,1,0,1,0,0,0,0,834,0,0
0,0,20,0,0,0,0,0,0,0,211,0,0
1,47,324,5,9,11,1,3,1,1,1953,1,1
0,0,16,0,0,0,0,0,0,1,200,0,0
1,226,4768,203,73,35,1,19,1,1,29418,0,1
1,24,158,24,2,1,1,0,0,1,714,1,1
0,0,2,0,0,0,0,0,0,0,32,0,0
1,17,200,15,3,8,1,6,1,1,1746,0,1
0,0,2,0,0,0,0,0,0,1,42,0,0
0,0,3,0,0,0,0,0,0,0,34,0,0
0,0,9,0,0,0,0,0,0,0,61,0,0
1,68,1123,80,23,32,1,9,1,1,8047,1,1
0,2,198,0,0,0,0,0,0,1,869,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,121,689,119,1,16,0,5,0,1,1746,0,1
0,0,51,2,0,2,0,2,0,1,206,0,0
0,2,198,0,0,0,0,0,0,1,869,0,0
0,0,12,0,0,0,0,0,0,0,128,0,0
0,0,124,0,0,0,0,0,0,1,111,0,0
1,36,234,2,18,4,1,1,1,1,1750,0,1
1,83,3146,42,13,5,0,37,1,1,7249,0,1
0,1,18,0,0,0,0,1,0,1,110,0,0
1,5,517,0,29,4,1,1,1,1,584,1,1
0,1,2,1,0,1,0,0,0,0,2826,0,0
1,21,869,105,28,8,1,1,1,1,942,1,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,85,1012,83,69,7,1,2,1,1,8047,1,1
0,0,2,1,0,1,0,1,0,1,2278,0,0
0,0,66,2,0,2,0,2,0,1,3018,1,0
0,0,474,0,10,1,0,2,1,0,780,0,0
